City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
South Jordan,1/31/2011,71888754257,Incubators/Business Development,Business and Financial Services,Business Support Services,"Salt Lake City, UT",Mountain,Profitable,Second Round,UT,,1,1,6
Glen Mills,1/31/2011,6.11999E+11,Home Improvement,Consumer Goods,Household and Office Goods,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Seed Round,PA,,1,1,0.25
Chicago,1/31/2011,6.11926E+11,Educational/Training Media and Services,Consumer Services,Media and Content,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Product Development,First Round,IL,Chicago Metro,1,1,0.73
San Francisco,1/31/2011,6.117E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,17.5
New York,1/31/2011,1.82682E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,NY,New York Metro,1,1,3
Dripping Springs,1/31/2011,6.1239E+11,Exploration Services/Equipment,Energy and Utilities,Non-Renewable Energy,"Austin-Round Rock, TX",South Central,Product Development,Later Stage,TX,Austin Metro,1,1,12
Pleasanton,1/31/2011,83572753615,Drug Development Technologies,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,20.62
Sunnyvale,1/31/2011,1.14079E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,35
Atlanta,1/31/2011,60450759202,Business Applications Software,Information Technology,Software,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,ACQ Financing,GA,,1,1,2.2
Waltham,1/31/2011,6.11962E+11,Database Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,MA,Boston Metro,1,1,
Palo Alto,1/31/2011,6.13525E+11,Multimedia/Streaming Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,
San Francisco,1/31/2011,6.11726E+11,Communications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Startup,First Round,CA,San Francisco Bay Area,1,1,2.25
Atlanta,1/31/2011,3.54648E+11,Business Applications Software,Information Technology,Software,"Atlanta-Sandy Springs-Marietta, GA",South East,Profitable,Later Stage,GA,,1,1,5.25
Marina del Rey,1/31/2011,1.10951E+11,Communications Software,Information Technology,Software,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,CA,Los Angeles Metro,1,1,15
Arlington,1/31/2011,1.14377E+11,Educational/Training Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,VA,Potomac,1,1,0.59
San Francisco,1/31/2011,6.05047E+11,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,19.05
Woodbridge,1/31/2011,6.11997E+11,Recreational/Home Software,Information Technology,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,CT,New York Metro,1,1,0.3
San Francisco,1/31/2011,6.12784E+11,Recreational/Home Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product In Beta Test,Seed Round,CA,San Francisco Bay Area,1,1,0.02
Kansas City,2/1/2011,81662753750,Lending,Business and Financial Services,Financial Institutions and Services,"Kansas City, MO-KS",Midwest Central,Generating Revenue,Later Stage,MO,,1,1,22.77
San Diego,2/1/2011,1.00138E+11,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,Later Stage,CA,San Diego Metro,1,1,5.48
Los Angeles,2/1/2011,6.11733E+11,Entertainment,Consumer Services,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,First Round,CA,Los Angeles Metro,1,1,2
Cambridge,2/1/2011,6.12549E+11,Entertainment,Consumer Services,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,MA,Boston Metro,1,1,1
Peachtree City,2/1/2011,62156754054,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,Later Stage,GA,,1,1,20.84
Sunnyvale,2/1/2011,65516754039,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Pre-Clinical Trials,Second Round,CA,San Francisco Bay Area,1,1,2.17
San Jose,2/1/2011,95724753878,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Later Stage,CA,San Francisco Bay Area,1,1,5.21
Chelmsford,2/1/2011,66425758205,Business Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,5
Vancouver,2/1/2011,63267761468,Internet Service Providers,Information Technology,Communications and Networking,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Later Stage,WA,,1,1,
Nashua,2/2/2011,6.13192E+11,Data Management Services,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,NH,,1,1,8.3
Santa Monica,2/2/2011,6.11732E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Profitable,First Round,CA,Los Angeles Metro,1,1,2
Mountain View,2/2/2011,72730754827,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,6
Reston,2/2/2011,3.55916E+11,Project/Document Collaboration,Business and Financial Services,Business Support Services,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,VA,Potomac,1,1,1.52
New York,2/2/2011,6.11938E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,NY,New York Metro,1,1,0.69
New York,2/2/2011,6.11896E+11,Search Portals,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,First Round,NY,New York Metro,1,1,1
San Francisco,2/2/2011,6.11779E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,7
San Francisco,2/2/2011,93251754326,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Individual,CA,San Francisco Bay Area,1,1,
San Francisco,2/2/2011,1.14015E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,4
Bedford,2/2/2011,1.11759E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 2,Later Stage,MA,Boston Metro,1,1,14
Cambridge,2/2/2011,3.58384E+11,Business Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,MA,Boston Metro,1,1,6
Morgan Hill,2/2/2011,55088754112,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,14.43
Seattle,2/2/2011,1.83326E+11,Network/Systems Management Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,2
Mountain View,2/2/2011,6.11788E+11,Software: Other,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Startup,Seed Round,CA,San Francisco Bay Area,1,1,2
Atlanta,2/3/2011,6.11879E+11,Business Support Services: Other,Business and Financial Services,Business Support Services,"Atlanta-Sandy Springs-Marietta, GA",South East,Startup,First Round,GA,,1,1,
Oakland,2/3/2011,73706753957,Procurement/Supply Chain,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,Later Stage,CA,San Francisco Bay Area,1,1,5.75
Cambridge,2/3/2011,6.11917E+11,Data Management Services,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Seed Round,MA,Boston Metro,1,1,1
San Francisco,2/3/2011,6.11796E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,2
San Mateo,2/3/2011,3.59973E+11,Educational/Training Media and Services,Consumer Services,Media and Content,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,20
New York,2/3/2011,6.11806E+11,Movie/Music Producers and Distributors,Consumer Services,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,NY,New York Metro,1,1,1
Washington,2/3/2011,6.11899E+11,Recreational/Home Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,DC,Potomac,1,1,4.04
San Francisco,2/3/2011,6.11735E+11,Vertical Market Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,3
North Billerica,2/3/2011,1.05613E+11,Vertical Market Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Profitable,Later Stage,MA,Boston Metro,1,1,5.56
Cambridge,2/4/2011,3.53474E+11,Customer Relationship Management,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,MA,Boston Metro,1,1,7.5
Boston,2/4/2011,3.53643E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,20
Seattle,2/4/2011,3.59846E+11,General Business Consulting,Business and Financial Services,Business Support Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product In Beta Test,Second Round,WA,Seattle Metro,1,1,10.2
Indianapolis,2/4/2011,1.1195E+11,Consumer Information Services: Other,Consumer Services,Consumer Information Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Later Stage,IN,,1,1,0.19
Beaverton,2/4/2011,76880754108,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Later Stage,OR,,1,1,4.41
Durham,2/4/2011,62726754030,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Durham-Chapel Hill, NC",South East,Clinical Trials - Phase 2,Later Stage,NC,,1,1,45
Concord,2/4/2011,3.53698E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Pre-Clinical Trials,Second Round,MA,Boston Metro,1,1,6.3
San Mateo,2/4/2011,95572757845,Communications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Restart,CA,San Francisco Bay Area,1,1,4.15
Chicago,2/4/2011,6.11745E+11,Business Applications Software,Information Technology,Software,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Startup,Seed Round,IL,Chicago Metro,1,1,1.15
Palo Alto,2/7/2011,87759753720,Entertainment,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Corporate,CA,San Francisco Bay Area,1,1,40
Burlingame,2/7/2011,81506753899,Clothing/Accessory Retailers,Consumer Services,Retailers,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,CA,San Francisco Bay Area,1,1,37
Saratoga,2/7/2011,6.12435E+11,Biopharmaceuticals: Other,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,2.51
Roanoke,2/7/2011,6.11813E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Roanoke, VA",Mid-Atlantic,Generating Revenue,Second Round,VA,,1,1,24
Mountain View,2/7/2011,6.03378E+11,Memory Systems,Information Technology,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Corporate,CA,San Francisco Bay Area,1,1,36.18
Natick,2/7/2011,6.12042E+11,Business Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,MA,Boston Metro,1,1,7.58
Plano,2/7/2011,6.11937E+11,Wireless Communications Equipment,Information Technology,Communications and Networking,"Dallas-Fort Worth-Arlington, TX",South Central,Product Development,First Round,TX,Dallas-Fort Worth,1,1,7.4
Broomfield,2/7/2011,54797753769,Wireless Telecommunications Service Providers,Information Technology,Communications and Networking,"Denver-Aurora-Broomfield, CO",Mountain,Profitable,Restart,CO,,1,1,35
Mountain View,2/7/2011,1.8258E+11,Wired Communications Equipment,Information Technology,Communications and Networking,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Profitable,Second Round,CA,San Francisco Bay Area,1,1,1.04
Boulder,2/8/2011,3.57555E+11,Specialty Foods,Consumer Goods,Food and Beverage,"Boulder, CO",Mountain,Generating Revenue,Second Round,CO,,1,1,5.75
Carmel,2/8/2011,3.54602E+11,Outpatient Facilities,Healthcare,Healthcare Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Later Stage,IN,,1,1,2
Woodcliff Lake,2/8/2011,67738754249,Pharmaceuticals,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,NJ,New York Metro,1,1,12.35
Tigard,2/8/2011,1.83833E+11,General Industrial Machinery,Industrial Goods and Materials,Machinery and Industrial Goods,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Second Round,OR,,1,1,22
Sunnyvale,2/8/2011,2.29636E+11,Network/Systems Management Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product In Beta Test,First Round,CA,San Francisco Bay Area,1,1,
Westborough,2/8/2011,69884754109,Data Storage,Information Technology,Electronics and Computer Hardware,"Worcester, MA",New England,Generating Revenue,Later Stage,MA,,1,1,10.6
Wellesley Hills,2/8/2011,56279757593,Network/Systems Management Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,MA,Boston Metro,1,1,6.2
San Francisco,2/8/2011,83114754021,Wireless Communications Equipment,Information Technology,Communications and Networking,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,15
Louisville,2/9/2011,6.11842E+11,General Business Consulting,Business and Financial Services,Business Support Services,"Boulder, CO",Mountain,Profitable,Later Stage,CO,,1,1,5
Austin,2/9/2011,60062753850,Advertising/Marketing,Business and Financial Services,Business Support Services,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,4
Scottsdale,2/9/2011,67061753842,Data Management Services,Business and Financial Services,Business Support Services,"Phoenix-Mesa-Scottsdale, AZ",Mountain,Generating Revenue,Second Round,AZ,,1,1,4.5
San Francisco,2/9/2011,1.06547E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,CA,San Francisco Bay Area,1,1,4
San Diego,2/9/2011,64251753952,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Clinical Trials - Phase 2,Second Round,CA,San Diego Metro,1,1,27.5
Redwood City,2/9/2011,6.11783E+11,Conferencing Equipment/Services,Information Technology,Communications and Networking,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,CA,San Francisco Bay Area,1,1,7.5
